"RowName","ProbeID","logFC","AveExpr","t","P.Value","SE.x","df","adj.P.Val","Symbol","EntrezID.x","Direction","Gene","EntrezID.y","SE.y","EntrezID","SE","CI_lower","CI_upper"
"69","215931_s_at",1.07983872612923,4.96227514628762,11.1193536432544,8.82888402035164e-06,0.0971134438901771,7.17350958619789,0.00084356468099141,"ARFGEF2","10564","Upregulated","ARFGEF2",NA,NA,"10564",0.0971134438901771,0.810208580191444,1.34946887206701
"70","203946_s_at",3.59997458469916,6.0975399583751,22.9930912450442,5.52264284708537e-08,0.15656766401408,7.17350958619789,5.37040568618506e-05,"ARG2","384","Upregulated","ARG2",NA,NA,"384",0.15656766401408,3.16527306031501,4.0346761090833
"71","206167_s_at",2.47997092358486,5.86448643986409,16.5889003515428,5.52317601224674e-07,0.149495799663069,7.17350958619789,0.000161938067211703,"ARHGAP6","395","Upregulated","ARHGAP6",NA,NA,"395",0.149495799663069,2.0649040423627,2.89503780480701
"72","220326_s_at",-1.6223377420591,6.79113643816955,-9.08153740865235,3.45996871574146e-05,0.178641310282269,7.17350958619789,0.00178056542477753,"ARHGEF40","55701","Downregulated","ARHGEF40",NA,NA,"55701",0.178641310282269,-2.11832553357843,-1.12634995053977
"73","202208_s_at",-1.02170513274273,8.214331042141,-6.68814427417266,0.000251889833260472,0.15276362034955,7.17350958619789,0.00507439505139468,"ARL4C","10123","Downregulated","ARL4C",NA,NA,"10123",0.110891795430307,-1.3295901153718,-0.713820150113658
"74","203586_s_at",1.39845861326105,7.15157168452185,8.08963552986323,7.42574681839359e-05,0.172870410304467,7.17350958619789,0.00269491720446685,"ARL4D","379","Upregulated","ARL4D",NA,NA,"379",0.172870410304467,0.918493408737679,1.87842381778442
"75","218150_at",1.41281576687642,7.24710394157406,5.32600736188454,0.0010088540866691,0.265267332709152,7.17350958619789,0.011128494005126,"ARL5A","26225","Upregulated","ARL5A",NA,NA,"26225",0.265267332709152,0.676315579407218,2.14931595434562
"76","218185_s_at",1.12644608581708,5.68487719825326,3.76820252612321,0.00669080639272299,0.298934592291138,7.17350958619789,0.0331756205716614,"ARMC1","55156","Upregulated","ARMC1",NA,NA,"55156",0.298934592291138,0.296470600276049,1.9564215713581
"77","203487_s_at",1.01470078246226,5.72175072017388,8.18702649329442,6.86610880820964e-05,0.123940087807625,7.17350958619789,0.00262198484113555,"ARMC8","25852","Upregulated","ARMC8",NA,NA,"25852",0.123940087807625,0.670587932330996,1.35881363259353
"78","205894_at",1.73364444577508,6.97268817134908,13.6612808821711,2.14023545970069e-06,0.126902042402012,7.17350958619789,0.000348108516412486,"ARSL","415","Upregulated","ARSL",NA,NA,"415",0.126902042402012,1.38130789130841,2.08598100024175
"79","218857_s_at",2.21254908311669,7.94284693420016,15.4534974311898,9.07199864414906e-07,0.143174649814294,7.17350958619789,0.000222144336030301,"ASRGL1","80150","Upregulated","ASRGL1",NA,NA,"80150",0.143174649814294,1.81503252745139,2.610065638782
"80","207076_s_at",1.25542755399154,7.70973949903185,2.41939498652297,0.045305786286977,0.518901444776397,7.17350958619789,0.109924742577603,"ASS1","445","Upregulated","ASS1",NA,NA,"445",0.518901444776397,-0.18527382243795,2.69612893042103
"81","222103_at",1.00897430726914,6.58282402787899,5.85043000655665,0.000575802862030383,0.172461563703587,7.17350958619789,0.00816716433776131,"ATF1","466","Upregulated","ATF1",NA,NA,"466",0.172461563703587,0.530144242889564,1.48780437164872
"82","202672_s_at",-1.90412966160867,8.19808748648976,-4.52838132759363,0.00254265134510667,0.420487923577877,7.17350958619789,0.0186062109954654,"ATF3","467","Downregulated","ATF3",NA,NA,"467",0.420487923577877,-3.07159129882125,-0.736668024396094
"83","202512_s_at",1.02636649369213,5.26775968027913,3.84257067186786,0.00606337185823296,0.267104129328405,7.17350958619789,0.031384463441813,"ATG5","9474","Upregulated","ATG5",NA,NA,"9474",0.267104129328405,0.28476654124016,1.7679664461441
